loss,val_loss,epoch
9450.0556640625,11820.033203125,0
9322.259765625,11751.388671875,1
9324.0859375,11739.755859375,2
9275.9912109375,11703.6728515625,3
9251.55859375,11696.2802734375,4
9215.80078125,11685.58203125,5
9215.302734375,11661.9013671875,6
9190.7646484375,11633.2373046875,7
9119.111328125,11724.5986328125,8
9020.408203125,11410.4921875,9
8553.8994140625,10838.4326171875,10
8474.912109375,11520.111328125,11
7873.8984375,10113.3681640625,12
7640.873046875,9399.13671875,13
7239.30810546875,9013.08203125,14
7087.10888671875,8006.7099609375,15
6821.744140625,8797.6103515625,16
6472.6259765625,8617.7060546875,17
6618.15234375,8220.1689453125,18
6447.77734375,8450.3359375,19
6364.23388671875,8329.388671875,20
6380.90185546875,8193.45703125,21
6509.6982421875,8772.6171875,22
6253.67919921875,8057.52734375,23
6676.31689453125,8905.6513671875,24
6444.84765625,8354.966796875,25
6098.73779296875,8048.142578125,26
6119.8076171875,7696.9326171875,27
6279.3818359375,8391.8427734375,28
6297.99462890625,9066.7109375,29
6175.04052734375,8468.015625,30
5950.53466796875,8568.5751953125,31
6145.3828125,7805.626953125,32
6090.26611328125,6863.20361328125,33
5738.96337890625,7626.548828125,34
5889.0751953125,7477.697265625,35
5952.4541015625,7483.9677734375,36
5816.99462890625,7427.12744140625,37
5767.32666015625,7221.03173828125,38
5714.705078125,7135.38623046875,39
5735.71826171875,7966.67529296875,40
5657.775390625,7448.609375,41
5809.66552734375,7460.69970703125,42
5920.45703125,8393.4306640625,43
5761.359375,7478.40869140625,44
5557.8076171875,6764.0966796875,45
5573.9599609375,7794.42138671875,46
5482.1474609375,7467.99560546875,47
5545.79541015625,7759.08447265625,48
5450.02685546875,7320.767578125,49
5703.3427734375,6929.900390625,50
5546.45654296875,6975.458984375,51
5643.28955078125,7239.330078125,52
5514.33740234375,7290.54248046875,53
5482.6767578125,6882.83251953125,54
5561.173828125,8507.06640625,55
5668.11669921875,7330.9189453125,56
5593.0263671875,6619.37060546875,57
5366.26513671875,6987.02978515625,58
5312.47802734375,7030.96142578125,59
5311.22802734375,6670.86865234375,60
5461.64794921875,7251.896484375,61
5376.09765625,6905.42236328125,62
5372.56640625,6558.056640625,63
5410.43017578125,6504.75048828125,64
5243.34130859375,6315.3212890625,65
5142.55810546875,6898.8701171875,66
5290.80859375,7527.9599609375,67
5208.68798828125,6172.0068359375,68
5327.9501953125,5960.92333984375,69
5226.19287109375,6866.99609375,70
5057.314453125,6628.966796875,71
5010.47216796875,6390.9833984375,72
5110.21044921875,6188.64013671875,73
5279.72998046875,6822.93896484375,74
5152.501953125,6406.16455078125,75
5171.6044921875,6428.8203125,76
4889.8447265625,6276.31591796875,77
5402.45166015625,6059.5439453125,78
5021.8115234375,6010.3408203125,79
5192.9033203125,6589.091796875,80
5218.99853515625,6461.66357421875,81
4994.32568359375,6253.09765625,82
5069.61376953125,6460.6416015625,83
4803.0830078125,6370.544921875,84
4993.08203125,6213.79443359375,85
4918.38623046875,6280.1904296875,86
4886.3720703125,6293.82373046875,87
5020.64306640625,7125.49609375,88
5024.32275390625,6356.1181640625,89
4847.720703125,6352.1103515625,90
5002.47607421875,6548.19921875,91
5094.23486328125,6710.88427734375,92
4711.17724609375,6094.99951171875,93
4721.109375,5929.69482421875,94
4800.60009765625,6381.431640625,95
4838.6044921875,6448.7529296875,96
4876.8984375,6100.2529296875,97
4765.6884765625,6030.76953125,98
4751.39306640625,5996.21826171875,99
4692.68896484375,6236.38818359375,100
4704.49267578125,6017.22705078125,101
4690.939453125,6134.60302734375,102
4704.298828125,7186.55078125,103
4848.8447265625,6744.04443359375,104
4751.07177734375,6308.6103515625,105
4881.2724609375,5974.7734375,106
4554.5908203125,6084.73046875,107
4713.9560546875,6010.21875,108
4778.51416015625,6059.75439453125,109
4541.09375,6515.076171875,110
4440.22607421875,6670.1845703125,111
4759.79638671875,7029.20361328125,112
4549.98046875,6157.666015625,113
4730.81396484375,6496.474609375,114
4622.513671875,6165.7607421875,115
4497.78759765625,6274.09375,116
4768.56640625,6621.85400390625,117
4507.40771484375,6171.123046875,118
4587.86376953125,6256.32470703125,119
4475.806640625,6312.9052734375,120
4582.3037109375,6292.3837890625,121
4484.20849609375,6026.3935546875,122
4470.1162109375,6789.1689453125,123
4408.28955078125,6381.40185546875,124
4535.83349609375,6369.03466796875,125
4345.9951171875,6440.6337890625,126
4510.90234375,5973.5673828125,127
4407.76953125,6699.0888671875,128
4453.22119140625,6183.61669921875,129
4577.29638671875,6458.66748046875,130
4536.25390625,5901.50244140625,131
4414.232421875,6473.2666015625,132
4243.17431640625,6221.96533203125,133
4323.3115234375,6397.52294921875,134
4252.5859375,6362.5849609375,135
4376.59716796875,6830.703125,136
4259.92724609375,6655.9443359375,137
4320.4189453125,6490.5546875,138
4240.923828125,6571.21044921875,139
4319.4638671875,6303.60302734375,140
4504.91259765625,7320.76904296875,141
4495.9677734375,6265.18701171875,142
4237.66064453125,6333.19140625,143
4307.826171875,6504.16552734375,144
4201.5244140625,6673.8984375,145
4252.2412109375,6604.34033203125,146
4345.47607421875,6267.93359375,147
4193.302734375,6577.11669921875,148
4117.490234375,6429.90234375,149
