loss,val_loss,epoch
9637.4921875,11761.4970703125,0
9296.146484375,11720.1435546875,1
9256.794921875,11683.1015625,2
9231.2373046875,11647.994140625,3
9187.2216796875,11969.7666015625,4
9150.8203125,11520.724609375,5
9058.384765625,11414.607421875,6
8808.158203125,11116.283203125,7
7931.64208984375,9946.9326171875,8
7569.765625,10246.65234375,9
7076.32666015625,9029.1533203125,10
6926.134765625,8157.701171875,11
6735.97509765625,9337.623046875,12
6459.0087890625,8312.931640625,13
6535.080078125,8349.982421875,14
6023.876953125,7893.056640625,15
6111.12451171875,7489.04296875,16
6205.13232421875,8070.32373046875,17
6063.20654296875,7684.46142578125,18
5932.19580078125,7197.81201171875,19
5799.2900390625,8364.873046875,20
5866.931640625,7842.216796875,21
5740.908203125,7145.55126953125,22
5445.677734375,7114.10546875,23
5555.4130859375,6819.5595703125,24
5514.43408203125,7229.10205078125,25
5467.8798828125,6943.1279296875,26
5807.0615234375,8356.158203125,27
5809.60595703125,7426.5966796875,28
5401.92822265625,6948.40673828125,29
5566.77734375,7113.373046875,30
5396.0322265625,7692.046875,31
5337.53857421875,6350.369140625,32
5324.26220703125,6764.1298828125,33
5142.314453125,7455.306640625,34
5357.71826171875,6656.53564453125,35
5203.74755859375,6740.47021484375,36
5169.94091796875,6664.3466796875,37
5174.21142578125,6375.30859375,38
5074.70556640625,7178.1708984375,39
5047.64794921875,6702.53564453125,40
5024.1748046875,6317.39892578125,41
5350.05712890625,7083.37255859375,42
5062.3037109375,6846.732421875,43
5060.83837890625,6227.59033203125,44
5123.14501953125,6446.6279296875,45
5040.95947265625,7073.4794921875,46
5007.8310546875,6190.38134765625,47
5039.25390625,6711.11376953125,48
4957.58837890625,6145.9814453125,49
4894.91162109375,6739.54052734375,50
4881.25537109375,6737.2578125,51
4872.013671875,6656.97265625,52
4802.6220703125,7424.1337890625,53
4964.77978515625,7241.28857421875,54
5105.35888671875,6627.541015625,55
4853.32373046875,6010.232421875,56
4869.24365234375,6478.06982421875,57
4752.033203125,6605.14404296875,58
4788.4833984375,6305.21337890625,59
4764.29248046875,6223.095703125,60
4707.1787109375,6351.8837890625,61
4765.00634765625,6603.55322265625,62
4794.71044921875,6220.3544921875,63
4661.4990234375,6795.77294921875,64
4718.56591796875,6360.6484375,65
4684.04248046875,7242.46533203125,66
4896.2890625,6130.95166015625,67
4738.712890625,7134.0703125,68
4724.7294921875,6567.3310546875,69
4560.13134765625,6564.17333984375,70
4586.35595703125,6163.73486328125,71
4543.65966796875,6636.51318359375,72
4590.34033203125,6347.95751953125,73
4496.23486328125,6465.52490234375,74
4491.31982421875,6386.529296875,75
4433.3125,6706.82568359375,76
4573.578125,6087.642578125,77
4551.15234375,6276.29833984375,78
4549.2763671875,5922.86181640625,79
4326.3701171875,6348.806640625,80
4518.2138671875,6134.96142578125,81
4583.1015625,6245.93408203125,82
4452.94384765625,6981.3662109375,83
4393.0595703125,6322.4912109375,84
4398.52490234375,6366.341796875,85
4436.99658203125,6638.15234375,86
4659.26611328125,6635.498046875,87
4442.435546875,6240.53369140625,88
4346.54638671875,6385.0537109375,89
4373.546875,5950.73681640625,90
4310.90185546875,5922.00390625,91
4327.212890625,5499.17431640625,92
4309.884765625,6365.0556640625,93
4328.896484375,5810.6357421875,94
4247.06884765625,6196.4873046875,95
4010.168212890625,6133.3466796875,96
4438.3896484375,6382.42431640625,97
4279.9013671875,5967.921875,98
4294.5830078125,6566.52734375,99
4307.95849609375,6056.5400390625,100
4084.818359375,5954.46826171875,101
4057.557373046875,6526.37744140625,102
4285.4775390625,6402.55908203125,103
4276.68408203125,6096.400390625,104
4023.7578125,6361.669921875,105
4091.441650390625,6249.0400390625,106
4024.06103515625,6439.55517578125,107
4074.18505859375,6223.0380859375,108
4026.431396484375,5971.2958984375,109
4125.974609375,6021.05126953125,110
4285.072265625,5912.59033203125,111
4086.103515625,6284.0458984375,112
4212.578125,6221.57275390625,113
3999.79248046875,6332.7294921875,114
3983.935302734375,5942.7685546875,115
4003.64794921875,6158.9130859375,116
4025.84033203125,6144.251953125,117
3993.68310546875,6149.1787109375,118
3899.362548828125,5940.2412109375,119
3900.349609375,6227.8916015625,120
3912.04345703125,6546.82373046875,121
3847.51904296875,6647.76123046875,122
3871.83154296875,6401.5283203125,123
3998.809814453125,6203.88720703125,124
3904.717041015625,6193.13818359375,125
3820.095947265625,6935.43017578125,126
3829.35986328125,6226.32666015625,127
4029.537353515625,6005.1669921875,128
3810.940185546875,6471.32470703125,129
3765.99755859375,6707.15185546875,130
3841.594970703125,6199.0146484375,131
3702.90966796875,6188.3349609375,132
3976.3740234375,6483.18896484375,133
3968.98095703125,6204.7353515625,134
3951.2607421875,6331.35302734375,135
3753.556884765625,6491.59912109375,136
3758.410400390625,6212.716796875,137
3649.351318359375,6129.85107421875,138
3800.86474609375,6173.53125,139
3716.5654296875,5995.7919921875,140
3838.814697265625,6261.97705078125,141
3851.9697265625,6516.4541015625,142
3709.717041015625,6589.68994140625,143
3696.175537109375,6162.20947265625,144
3722.651611328125,6376.74609375,145
3734.64501953125,6649.81640625,146
3676.478515625,6206.44775390625,147
3640.5234375,6134.5634765625,148
3761.97802734375,6176.28466796875,149
