error,Model
-2137.21533203125,DNN-1
-1829.44140625,DNN-1
-216.531982421875,DNN-1
-1106.58203125,DNN-1
-202.569091796875,DNN-1
-332.410400390625,DNN-1
-569.479248046875,DNN-1
-1156.932861328125,DNN-1
4731.97705078125,DNN-1
990.257080078125,DNN-1
3543.9013671875,DNN-1
-358.015625,DNN-1
1211.938232421875,DNN-1
-646.319091796875,DNN-1
-516.989990234375,DNN-1
-0.765869140625,DNN-1
-48541.02392578125,DNN-1
-30131.723388671875,DNN-1
-1902.729736328125,DNN-1
36.265869140625,DNN-1
572.734619140625,DNN-1
-19721.59423828125,DNN-1
-1813.189697265625,DNN-1
1952.73583984375,DNN-1
-857.7137451171875,DNN-1
-2872.976318359375,DNN-1
442.2119140625,DNN-1
-212.337646484375,DNN-1
2483.526123046875,DNN-1
807.7191162109375,DNN-1
492.7462158203125,DNN-1
-18219.019287109375,DNN-1
-972.597412109375,DNN-1
880.957763671875,DNN-1
2099.994140625,DNN-1
1391.2880859375,DNN-1
-4540.552978515625,DNN-1
2010.400390625,DNN-1
-578.073974609375,DNN-1
2327.550537109375,DNN-1
-41.53125,DNN-1
630.120361328125,DNN-1
496.76171875,DNN-1
-2413.9521484375,DNN-1
-5362.160888671875,DNN-1
463.24951171875,DNN-1
734.6639404296875,DNN-1
-434.76708984375,DNN-1
-2380.3795166015625,DNN-1
349.06787109375,DNN-1
-2779.5869140625,DNN-1
-211.5087890625,DNN-1
855.4228515625,DNN-1
656.40869140625,DNN-1
773.048828125,DNN-1
-962.8787841796875,DNN-1
-44269.0283203125,DNN-1
445.29296875,DNN-1
496.61767578125,DNN-1
-409.034912109375,DNN-1
-34.13427734375,DNN-1
331.461181640625,DNN-1
-5911.065673828125,DNN-1
-74759.984375,DNN-1
1025.875732421875,DNN-1
-274.31005859375,DNN-1
-1458.01611328125,DNN-1
263.999267578125,DNN-1
622.7117919921875,DNN-1
-12414.9873046875,DNN-1
-11423.6240234375,DNN-1
-159.238037109375,DNN-1
-670.732177734375,DNN-1
55.62890625,DNN-1
1559.29833984375,DNN-1
744.6492919921875,DNN-1
1152.5029296875,DNN-1
5764.6259765625,DNN-1
-296.05615234375,DNN-1
677.783203125,DNN-1
2563.864990234375,DNN-1
512.353759765625,DNN-1
1843.890380859375,DNN-1
-200.166259765625,DNN-1
-13964.24755859375,DNN-1
-7661.102783203125,DNN-1
1354.30126953125,DNN-1
275.98193359375,DNN-1
234.53369140625,DNN-1
4479.4443359375,DNN-1
-22.91748046875,DNN-1
3766.384765625,DNN-1
-1382.671875,DNN-1
-508.8232421875,DNN-1
-6608.98974609375,DNN-1
212.922607421875,DNN-1
437.465087890625,DNN-1
-2502.419921875,DNN-1
838.883056640625,DNN-1
274.5357666015625,DNN-1
1190.637451171875,DNN-1
-12571.803466796875,DNN-1
-8586.374267578125,DNN-1
-392.439697265625,DNN-1
567.32958984375,DNN-1
2246.578125,DNN-1
-45070.7109375,DNN-1
433.701416015625,DNN-1
-27842.096435546875,DNN-1
-7905.171142578125,DNN-1
810.9345703125,DNN-1
1152.298828125,DNN-1
-14094.901611328125,DNN-1
21.744140625,DNN-1
-160.857421875,DNN-1
161650.34375,DNN-1
-1251.8055419921875,DNN-1
2554.822265625,DNN-1
1027.9599609375,DNN-1
560.80615234375,DNN-1
-705.1865234375,DNN-1
783.16064453125,DNN-1
-2018.964599609375,DNN-1
17.5908203125,DNN-1
-8156.103271484375,DNN-1
393.863037109375,DNN-1
1569.688720703125,DNN-1
-987.8154296875,DNN-1
518.948486328125,DNN-1
-11162.002319335938,DNN-1
-446.650634765625,DNN-1
376.9481201171875,DNN-1
-2705.676513671875,DNN-1
818.47705078125,DNN-1
-128.01904296875,DNN-1
595.204345703125,DNN-1
569.6866455078125,DNN-1
-19528.83935546875,DNN-1
2025.33203125,DNN-1
23545.359375,DNN-1
221507.125,DNN-1
-40883.226806640625,DNN-1
9441.693359375,DNN-1
2087.035400390625,DNN-1
101912.78125,DNN-1
-2970.513916015625,DNN-1
880.0550537109375,DNN-1
-51.659912109375,DNN-1
12013.595703125,DNN-1
809.459716796875,DNN-1
648.3282470703125,DNN-1
3851.64794921875,DNN-1
1690.68212890625,DNN-1
-700.604248046875,DNN-1
1320.494873046875,DNN-1
1656.97265625,DNN-1
1182.368896484375,DNN-1
649.936279296875,DNN-1
-11350.136962890625,DNN-1
-568.997802734375,DNN-1
-1304.1300048828125,DNN-1
626.8955078125,DNN-1
285.345703125,DNN-1
-3624.904052734375,DNN-1
995.760498046875,DNN-1
1223.344482421875,DNN-1
-3503.9178466796875,DNN-1
-1148.214111328125,DNN-1
726.8603515625,DNN-1
-3847.202392578125,DNN-1
-28270.90625,DNN-1
2720.70703125,DNN-1
-6005.072021484375,DNN-1
-1991.666015625,DNN-1
292.93603515625,DNN-1
602.21044921875,DNN-1
336.7039794921875,DNN-1
1173.8349609375,DNN-1
3152.3046875,DNN-1
5505.1884765625,DNN-1
31983.515625,DNN-1
-389.3115234375,DNN-1
-3349.979248046875,DNN-1
-51163.37780761719,DNN-1
828.25732421875,DNN-1
1754.95556640625,DNN-1
313.8115234375,DNN-1
706.049560546875,DNN-1
-55582.2734375,DNN-1
-6121.9658203125,DNN-1
-742.64404296875,DNN-1
266.41552734375,DNN-1
1231.129638671875,DNN-1
711.9884033203125,DNN-1
-606.788818359375,DNN-1
-12436.448974609375,DNN-1
477.492919921875,DNN-1
135.1337890625,DNN-1
-11885.088134765625,DNN-1
-127622.625,DNN-1
-10318.934692382812,DNN-1
-10767.347290039062,DNN-1
-2020.96875,DNN-1
603.948974609375,DNN-1
-199.1580810546875,DNN-1
-1177.826416015625,DNN-1
-22352.054931640625,DNN-1
1577.8251953125,DNN-1
6042.81640625,DNN-1
-1268.482666015625,DNN-1
-1476.3310546875,DNN-1
-568.2071533203125,DNN-1
4863.875,DNN-1
-22961.5,DNN-1
-14477.098754882812,DNN-1
1121.402587890625,DNN-1
-1113.553466796875,DNN-1
796.8447265625,DNN-1
157.170654296875,DNN-1
854.31201171875,DNN-1
-89731.421875,DNN-1
630.535888671875,DNN-1
1356.123779296875,DNN-1
-132846.796875,DNN-1
847.508056640625,DNN-1
208.765869140625,DNN-1
-700.93603515625,DNN-1
-4784.66455078125,DNN-1
-73212.7900390625,DNN-1
249.43505859375,DNN-1
1710.043701171875,DNN-1
720.91650390625,DNN-1
-491.079833984375,DNN-1
-436.63720703125,DNN-1
317.654296875,DNN-1
1676.192138671875,DNN-1
405.9453125,DNN-1
-922.6318359375,DNN-1
-5533.838134765625,DNN-1
-86.470703125,DNN-1
-92.559326171875,DNN-1
-289.270263671875,DNN-1
-695.790283203125,DNN-1
-175.1617431640625,DNN-1
118.489013671875,DNN-1
-25183.5634765625,DNN-1
645.9794921875,DNN-1
-11441.509765625,DNN-1
101.253173828125,DNN-1
-23412.231689453125,DNN-1
-32266.759521484375,DNN-1
-82.512939453125,DNN-1
815.429443359375,DNN-1
-13834.303955078125,DNN-1
-130.7657470703125,DNN-1
-5313.704345703125,DNN-1
279.125,DNN-1
1279.10546875,DNN-1
-1454.160888671875,DNN-1
289.215087890625,DNN-1
-3300.3831787109375,DNN-1
-950.3431396484375,DNN-1
-668.63232421875,DNN-1
-19.191162109375,DNN-1
1120.154052734375,DNN-1
896.6024169921875,DNN-1
16681.73046875,DNN-1
493.3271484375,DNN-1
-1244.542724609375,DNN-1
-207.1005859375,DNN-1
1925.03515625,DNN-1
-492.826171875,DNN-1
368.3944091796875,DNN-1
-846.347412109375,DNN-1
271.589111328125,DNN-1
715.4759521484375,DNN-1
-299.489990234375,DNN-1
-268.245361328125,DNN-1
394.211181640625,DNN-1
340.0081787109375,DNN-1
-1376.644775390625,DNN-1
1697.974853515625,DNN-1
1532.409423828125,DNN-1
1528.68408203125,DNN-1
7323.44140625,DNN-1
-4179.84033203125,DNN-1
68.99169921875,DNN-1
-10223.574462890625,DNN-1
-3943.0791015625,DNN-1
741.965576171875,DNN-1
674.8212890625,DNN-1
222.3603515625,DNN-1
103.169921875,DNN-1
219.12158203125,DNN-1
-1356.648193359375,DNN-1
334.0244140625,DNN-1
604.098876953125,DNN-1
-133.94873046875,DNN-1
487.789794921875,DNN-1
1273.70263671875,DNN-1
-182.6044921875,DNN-1
-6904.21875,DNN-1
1242.420654296875,DNN-1
360.06689453125,DNN-1
1654.548583984375,DNN-1
-1173.56640625,DNN-1
344.51220703125,DNN-1
-27.889892578125,DNN-1
-5631.2425537109375,DNN-1
-3377.586669921875,DNN-1
-1689.773681640625,DNN-1
208.305908203125,DNN-1
-1275.0745849609375,DNN-1
-800.43505859375,DNN-1
-218.7734375,DNN-1
683.775390625,DNN-1
2271.1015625,DNN-1
2046.625732421875,DNN-1
562.15673828125,DNN-1
-273.666259765625,DNN-1
422.6884765625,DNN-1
557.488525390625,DNN-1
-6420.8955078125,DNN-1
838.074951171875,DNN-1
-4474.673583984375,DNN-1
-600.799072265625,DNN-1
-1247.12890625,DNN-1
-1004.488525390625,DNN-1
978.5809326171875,DNN-1
-519.3538818359375,DNN-1
-227.513916015625,DNN-1
-5090.74609375,DNN-1
1554.447265625,DNN-1
1093.906005859375,DNN-1
4155.1533203125,DNN-1
16.8515625,DNN-1
-73362.466796875,DNN-1
-1442.906982421875,DNN-1
-988.9144287109375,DNN-1
546.27783203125,DNN-1
9388.234375,DNN-1
-4207.763671875,DNN-1
-2929.916015625,DNN-1
-1207.0291748046875,DNN-1
-21864.8818359375,DNN-1
527.679443359375,DNN-1
-1365.652587890625,DNN-1
-1151.1953125,DNN-1
-27778.497314453125,DNN-1
970.160888671875,DNN-1
21.9921875,DNN-1
133.7860107421875,DNN-1
-1413.549560546875,DNN-1
556.774169921875,DNN-1
-7483.349609375,DNN-1
-10678.0986328125,DNN-1
-687.546142578125,DNN-1
-77010.689453125,DNN-1
-7394.94873046875,DNN-1
886.9019775390625,DNN-1
82.670654296875,DNN-1
-605.939453125,DNN-1
-1907.614013671875,DNN-1
-30194.052734375,DNN-1
924.80322265625,DNN-1
53.4638671875,DNN-1
-29206.767578125,DNN-1
-2353.376953125,DNN-1
-109986.072265625,DNN-1
-199.1297607421875,DNN-1
-3768.31689453125,DNN-1
324.466796875,DNN-1
494.3453369140625,DNN-1
-700.270263671875,DNN-1
1800.42578125,DNN-1
887.6126708984375,DNN-1
2330.6611328125,DNN-1
-231770.875,DNN-1
620.978759765625,DNN-1
832.757080078125,DNN-1
-2177.6614990234375,DNN-1
1069.74072265625,DNN-1
-4733.17626953125,DNN-1
-146598.8828125,DNN-1
-131.48828125,DNN-1
-977.499267578125,DNN-1
-15206.892822265625,DNN-1
-820.226318359375,DNN-1
-622.6943359375,DNN-1
-19792.208984375,DNN-1
-259108.390625,DNN-1
-1385.837646484375,DNN-1
1205.205810546875,DNN-1
-899.2674560546875,DNN-1
-164666.671875,DNN-1
628.7911376953125,DNN-1
119.6048583984375,DNN-1
498.54541015625,DNN-1
-271.018798828125,DNN-1
-9.69091796875,DNN-1
-2005.0087890625,DNN-1
-1436.210205078125,DNN-1
-3827.19091796875,DNN-1
-2714.653564453125,DNN-1
596.190673828125,DNN-1
-458.703125,DNN-1
143.697265625,DNN-1
623.90966796875,DNN-1
2691.5361328125,DNN-1
758.90673828125,DNN-1
-1214.22021484375,DNN-1
-2004.2135009765625,DNN-1
-1707.7406005859375,DNN-1
-523.860595703125,DNN-1
965.165283203125,DNN-1
-2483.434814453125,DNN-1
614.32666015625,DNN-1
699.870361328125,DNN-1
776.6787109375,DNN-1
1244.872314453125,DNN-1
275.30078125,DNN-1
-2985.910888671875,DNN-1
-2178.401611328125,DNN-1
-22039.837890625,DNN-1
-10117.69921875,DNN-1
-16782.39453125,DNN-1
9546.4970703125,DNN-1
1145.082763671875,DNN-1
1477.109375,DNN-1
1287.593505859375,DNN-1
-13989.263671875,DNN-1
733.257568359375,DNN-1
-5079.4290771484375,DNN-1
388.74755859375,DNN-1
-2413.185791015625,DNN-1
-364.668701171875,DNN-1
98.5009765625,DNN-1
247.96875,DNN-1
560.439697265625,DNN-1
7192.703125,DNN-1
1400.005615234375,DNN-1
1116.124267578125,DNN-1
768.9166259765625,DNN-1
832.4423828125,DNN-1
179.9306640625,DNN-1
732.89013671875,DNN-1
192.92578125,DNN-1
-48045.927978515625,DNN-1
-267.4351806640625,DNN-1
-1499.338623046875,DNN-1
-74.41796875,DNN-1
454.341064453125,DNN-1
-17520.632934570312,DNN-1
321.59765625,DNN-1
-65.283203125,DNN-1
-18024.678466796875,DNN-1
275.775146484375,DNN-1
-1843.242431640625,DNN-1
-3897.01318359375,DNN-1
-3136.150390625,DNN-1
261.111328125,DNN-1
-80251.0869140625,DNN-1
895.810791015625,DNN-1
-2499.648193359375,DNN-1
-62308.8603515625,DNN-1
-103.51171875,DNN-1
1192.879150390625,DNN-1
2787.755859375,DNN-1
-1636.076171875,DNN-1
429.583251953125,DNN-1
-871.498046875,DNN-1
518.0234375,DNN-1
66.046875,DNN-1
612.7591552734375,DNN-1
-443.65673828125,DNN-1
760.369384765625,DNN-1
-332.924560546875,DNN-1
493.640380859375,DNN-1
-1533.298583984375,DNN-1
485.6634521484375,DNN-1
354.5179443359375,DNN-1
936.46484375,DNN-1
315.6839599609375,DNN-1
-2248.882080078125,DNN-1
10449.59375,DNN-1
770.419677734375,DNN-1
574.32666015625,DNN-1
-1048.1083984375,DNN-1
-7675.1732177734375,DNN-1
2266.009033203125,DNN-1
1627.289794921875,DNN-1
-1115.64990234375,DNN-1
2070.836669921875,DNN-1
5824.078125,DNN-1
1190.817626953125,DNN-1
911.466552734375,DNN-1
-10818.19140625,DNN-1
-235.90283203125,DNN-1
44092.6640625,DNN-1
1311.315185546875,DNN-1
2875.71728515625,DNN-1
7623.26171875,DNN-1
-2776.1875,DNN-1
2873.88427734375,DNN-1
2886.203369140625,DNN-1
20733.611328125,DNN-1
14574.296875,DNN-1
6385.7119140625,DNN-1
3093.9619140625,DNN-1
2227.922119140625,DNN-1
726.983642578125,DNN-1
-1953.877685546875,DNN-1
1174.552490234375,DNN-1
1298.765380859375,DNN-1
-3461.99951171875,DNN-1
1727.744140625,DNN-1
-1048.903564453125,DNN-1
-576.85400390625,DNN-1
359.550537109375,DNN-1
-1041.820556640625,DNN-1
661.6025390625,DNN-1
-241.6705322265625,DNN-1
-1549.6116943359375,DNN-1
-25600.218505859375,DNN-1
578.337646484375,DNN-1
-2111.358154296875,DNN-1
1226.905517578125,DNN-1
360.547119140625,DNN-1
12056.421875,DNN-1
-972.309326171875,DNN-1
16284.365234375,DNN-1
477.9658203125,DNN-1
442.004638671875,DNN-1
2960.171875,DNN-1
741.3115234375,DNN-1
91.4189453125,DNN-1
-4023.1328125,DNN-1
447.572509765625,DNN-1
226.362548828125,DNN-1
1292.69921875,DNN-1
528.307861328125,DNN-1
-10714.946655273438,DNN-1
-5059.364013671875,DNN-1
-2837.21826171875,DNN-1
554.445556640625,DNN-1
9641.96484375,DNN-1
-302.456787109375,DNN-1
-8367.1474609375,DNN-1
483.79443359375,DNN-1
521.82470703125,DNN-1
1298.926025390625,DNN-1
78445.6328125,DNN-1
399.501708984375,DNN-1
511.8890380859375,DNN-1
476.420166015625,DNN-1
-3086.8671875,DNN-1
1323.437255859375,DNN-1
-49.6083984375,DNN-1
357.806640625,DNN-1
509.9541015625,DNN-1
-848.302978515625,DNN-1
-2511.546875,DNN-1
-87.037353515625,DNN-1
-54286.2734375,DNN-1
190.02685546875,DNN-1
-1908.76123046875,DNN-1
471.908935546875,DNN-1
-88147.671875,DNN-1
-747.022216796875,DNN-1
-257.4677734375,DNN-1
-151.542236328125,DNN-1
-3773.21044921875,DNN-1
503.270751953125,DNN-1
133.109375,DNN-1
723.4097900390625,DNN-1
-3422.19140625,DNN-1
-2774.31298828125,DNN-1
147.5433349609375,DNN-1
-82.54296875,DNN-1
1372.968505859375,DNN-1
-12524.291259765625,DNN-1
-30636.0322265625,DNN-1
253.9088134765625,DNN-1
1178.69921875,DNN-1
1118.365478515625,DNN-1
1298.130615234375,DNN-1
-135864.03125,DNN-1
653.491943359375,DNN-1
-20959.796875,DNN-1
-82137.55151367188,DNN-1
-2452.311767578125,DNN-1
4321.51708984375,DNN-1
1422.997802734375,DNN-1
1166.934326171875,DNN-1
