rmse,mae,mape,training_time,Model
25950.71824139052,7030.425492111517,0.5607496709962152,79.24397730827332,DNN-2
27100.653794061527,7541.934734227706,0.5951524732839368,77.66829466819763,DNN-2
29626.989024756298,7914.965459239726,0.5524050251451517,70.86061096191406,DNN-2
21514.316127891947,6883.971443799077,0.5964294810470272,88.52923321723938,DNN-2
23721.912625227138,7191.479759683414,0.6323830269637323,73.33479070663452,DNN-2
27048.501660016595,7302.736101422991,0.5266451908890731,77.11868381500244,DNN-2
21813.19843580112,6751.878721159332,0.5734083076036389,73.35512852668762,DNN-2
23736.79709978542,7147.9537057681955,0.5479826637253826,73.82229232788086,DNN-2
28718.330701977848,7492.629020535216,0.6116084468016861,74.30026245117188,DNN-2
26511.09322166491,7414.9804400132625,0.6214588320575697,71.85549306869507,DNN-2
21858.731663502935,6669.831886914311,0.8508561627858212,124.9446165561676,DNN-2
22145.309850179034,6986.439962893116,0.6841854289249918,178.57552909851074,DNN-2
24344.32222831209,7243.051874666798,0.6323694176621536,167.315767288208,DNN-2
31636.79517950247,7528.653339152434,0.5851795084986334,87.07211685180664,DNN-2
20850.685382073327,6425.718011895005,0.6197072030753343,43.8580060005188,DNN-2
23902.92798299554,6911.598930047483,0.5852912510292632,44.21329045295715,DNN-2
26716.188518263145,7045.443252329924,0.5514849217136689,41.66851997375488,DNN-2
22130.8576545893,6705.514377360441,0.664742507588411,42.84565591812134,DNN-2
25343.5837636175,7359.211320993852,0.7528701698243188,40.85739350318909,DNN-2
25695.691994733745,7201.179207179011,0.601497134279967,40.52129554748535,DNN-2
23748.972324864,6756.801150263572,0.6489231606006849,40.24206471443176,DNN-2
29679.960366533123,7651.127333349111,0.5825829995293375,39.81340003013611,DNN-2
27001.68910572771,7308.220392888906,0.5173460788892724,38.93789792060852,DNN-2
27627.09739977316,7508.154062543596,0.5599241938582982,39.30407762527466,DNN-2
24694.728469689853,6795.150542901487,0.5418524224236003,38.581620931625366,DNN-2
27091.34605850388,7330.223905680131,0.5091247974575317,39.809327602386475,DNN-2
24723.28433976962,7172.836361865608,0.5624290866496123,38.56406211853027,DNN-2
28616.9917340495,7562.630728896784,0.5174137779961734,38.792781591415405,DNN-2
26980.419486979165,7269.128062656948,0.6546016483001145,38.787596702575684,DNN-2
24436.314251826323,7038.381760577766,0.61300481818869,38.35843896865845,DNN-2
29459.192772185284,7573.100949812909,0.5305358332131761,38.19658446311951,DNN-2
27138.32651099533,7426.915509905134,0.49226481307001246,38.06855344772339,DNN-2
25398.087397743788,7216.558106247259,0.5208560287070635,38.22333812713623,DNN-2
24938.334758543228,7169.268534446249,0.6571167767302721,38.474989891052246,DNN-2
24768.44391497994,7428.2658267897,0.6184364337830912,37.86254644393921,DNN-2
23630.103135378642,6944.160491476254,0.6235657657798724,38.63092231750488,DNN-2
22816.044353930993,6798.5693946371275,0.6913471041032621,38.48612999916077,DNN-2
25480.64349642711,7420.975568576735,0.6314780475931769,40.915597438812256,DNN-2
22280.435798283146,6891.122008343133,0.7348156167177328,37.950483322143555,DNN-2
25232.259354304235,7294.759142428028,0.49350360147782246,38.38945960998535,DNN-2
27122.332891097973,6875.735506641621,0.5463999799655372,37.40484309196472,DNN-2
24368.405961013737,7295.796240514638,0.6607978001810594,38.03558969497681,DNN-2
25225.04258690739,7416.49015045166,0.5965538911754641,37.79073929786682,DNN-2
26210.954485686092,7377.034623905104,0.6324256078411689,37.150656938552856,DNN-2
26563.13991652005,7178.121098888164,0.5440738807506669,38.84564709663391,DNN-2
27262.456230272765,7606.2379260939,0.4600475541308688,38.349570989608765,DNN-2
26270.32611493986,7446.833744438327,0.5846120406530575,37.85923790931702,DNN-2
25075.5289892079,7265.737334893674,0.66506453379114,38.31279373168945,DNN-2
28206.524368680402,7794.294000586685,0.4730697096127337,39.476564168930054,DNN-2
26427.108961371116,7468.052170189059,0.6830289881422643,39.288554191589355,DNN-2
20805.587902213254,6569.416981366216,0.622647978796889,37.734391927719116,DNN-2
27183.646585314687,7435.30708375269,0.5608136785231308,37.92872452735901,DNN-2
22384.69248832275,6593.996018263759,0.587082897389271,38.443697929382324,DNN-2
23966.427719001567,6820.935659291793,0.5664679922427566,38.156075954437256,DNN-2
26766.330139151425,7026.552998134068,0.6280238195249722,37.54910922050476,DNN-2
26428.52355394545,7192.015033644073,0.6253978945449341,37.07949924468994,DNN-2
28488.451625126865,7513.475651682639,0.5355868291311338,37.354427099227905,DNN-2
26149.895704521692,7207.565484805983,0.5139218977363014,37.93356251716614,DNN-2
25292.1844449727,7015.15612248012,0.547694692393935,38.03898739814758,DNN-2
24808.446550587134,7147.25302575559,0.541948639857634,37.88585090637207,DNN-2
23730.154806935338,6994.120494141871,0.6154936637053529,37.96565318107605,DNN-2
24225.903701633706,7016.036736935986,0.5762450901398835,37.799501180648804,DNN-2
24966.98342465573,7032.813831874302,0.5127496322441495,38.24405813217163,DNN-2
21628.267966322765,6660.72682719328,0.6571552892977645,37.82787013053894,DNN-2
25200.05178215853,7343.263110102439,0.645827244146946,37.592864990234375,DNN-2
28237.74898776789,7609.6712858239,0.5596694043137778,38.81452822685242,DNN-2
24573.71059301606,7127.29182589784,0.5933472707029432,38.83979082107544,DNN-2
27260.710530305703,7133.994297806097,0.510632610551322,37.49089479446411,DNN-2
23062.603558470473,6781.844804802719,0.5593660969579114,37.79735016822815,DNN-2
24765.777634961454,7139.5600294774895,0.49155847665579744,37.86232900619507,DNN-2
24094.15220443617,7097.1843960820415,0.7013718623307128,39.95708608627319,DNN-2
25152.6636966698,7201.6241455078125,0.6117617810545973,37.612040758132935,DNN-2
23404.959365825005,7087.122556725327,0.6170429560997165,38.433658838272095,DNN-2
26030.12054195923,7274.572116228999,0.5501612583199165,37.96052265167236,DNN-2
28505.11770584752,7695.824601621044,0.6438981721913152,37.92776155471802,DNN-2
28672.196729218642,7571.376797812326,0.7133294110926683,37.91775107383728,DNN-2
26697.23458228953,7598.008838770341,0.6179194807302598,38.10546088218689,DNN-2
32657.38515799752,7978.401174739915,0.6686874929765599,38.00534701347351,DNN-2
31881.479856817514,7853.847300003986,0.6655928382262996,38.310020446777344,DNN-2
24679.089045223267,7020.611122754155,0.5874535793280203,37.77540063858032,DNN-2
26366.646602094344,7177.6513196984115,0.5092270543989473,37.994932889938354,DNN-2
26640.14478773161,7163.649500165667,0.6728235391699972,37.81543684005737,DNN-2
28385.229858257142,7470.881622470155,0.5318607519435229,38.1738166809082,DNN-2
35584.400428597386,8478.042190396056,0.6263611729345747,38.347464084625244,DNN-2
30568.616347194133,7649.539880402234,0.6852713261968675,40.47161865234375,DNN-2
25969.365275607895,7504.482622107681,0.5970375580821504,38.16290736198425,DNN-2
26676.72743518929,7420.642487973583,0.5668190115088062,39.94012975692749,DNN-2
21468.689661924294,6678.729263850621,0.5764842849174098,43.62008857727051,DNN-2
26941.733424111433,7592.069337192846,0.6927363147633377,38.316078186035156,DNN-2
27857.729508654997,7203.613502813845,0.5265101116132299,37.85914444923401,DNN-2
26709.80058190097,7147.423809440768,0.6172218177904765,38.04606580734253,DNN-2
24305.522486020767,7329.259332150829,0.5629153946683882,39.78623723983765,DNN-2
27032.335782140264,7117.624109073561,0.586540761760491,38.428966760635376,DNN-2
28617.382928993302,7420.515106356874,0.5545964158231881,39.16746497154236,DNN-2
23681.863930389125,7101.966495436065,0.5739010887526296,38.25317692756653,DNN-2
25431.98311786786,7416.54948830118,0.5778054179252688,39.359591484069824,DNN-2
23680.42261826679,7198.877709992078,0.6329049017104643,39.35984230041504,DNN-2
28483.414308573418,7414.445258549282,0.6004269316423069,37.64980888366699,DNN-2
25384.54169195071,7119.081607117945,0.5475416329826738,38.08639597892761,DNN-2
26773.32246175046,7439.868916102818,0.6552104285407645,38.26068997383118,DNN-2
28462.884288056317,7752.693397366271,0.5895791344310596,38.00348472595215,DNN-2
30219.013225766776,7331.624653057176,0.5835288883187625,36.544633865356445,DNN-2
32308.163509436148,8187.768324248645,0.7248597381625842,36.498302698135376,DNN-2
23291.904701083917,7029.207816299127,0.5491014172937341,36.04921197891235,DNN-2
25296.33713320131,7264.326216405751,0.648412708995039,35.91335582733154,DNN-2
71684.83407923071,14892.974489795919,1.0,35.567134857177734,DNN-2
31233.616200700482,7915.130200133031,0.6438033867809303,35.56988763809204,DNN-2
24119.6573487887,6861.411629345952,0.5571200298651499,35.250537633895874,DNN-2
26245.219088694732,7671.386252734126,0.7709140891002995,35.23949861526489,DNN-2
23773.640006952643,6837.351741090113,0.5341505949362111,35.42734503746033,DNN-2
26187.77750793948,7188.893369090801,0.7618897450358347,35.441612243652344,DNN-2
23145.518524742933,7065.461893509845,0.612237452450373,35.457786560058594,DNN-2
23705.988892784615,6855.094962879103,0.6323011871202556,35.368159532547,DNN-2
27552.859123738835,7680.220895416883,0.6365724497274516,35.61312699317932,DNN-2
27310.580508734758,7346.980931807538,0.5812682090966069,35.60480046272278,DNN-2
24751.233261607777,7272.668419039979,0.6501297023373045,35.50290560722351,DNN-2
21977.21591811261,6822.428389413016,0.5676289715559729,35.8309543132782,DNN-2
28792.367417644422,7725.900917831732,0.6985807240258831,35.44079875946045,DNN-2
26648.43428186045,6986.855102636377,0.5853839651077348,35.53225874900818,DNN-2
25421.656031341936,7006.2984312407825,0.6418569076160451,35.38217806816101,DNN-2
23303.013713928165,7053.116078279456,0.5749145574685773,35.622676372528076,DNN-2
22734.446750753865,6974.107543011101,0.5942443884891327,35.619500160217285,DNN-2
23755.144489309096,7009.8329072290535,0.5562780572111649,35.42533230781555,DNN-2
28292.19171658288,7271.031904103805,0.56547969349984,35.8045756816864,DNN-2
24480.272204986057,6901.269536699568,0.5313690289058799,35.58749485015869,DNN-2
26538.355614985096,7379.849149431501,0.5143110143504326,35.66462421417236,DNN-2
22798.895636892747,6648.1785479175805,0.6220181456827618,35.532859325408936,DNN-2
26014.005975162254,7519.410723160724,0.7096904219199088,35.3859076499939,DNN-2
30431.350411585034,7594.368493527782,0.5326386859241523,35.761798620224,DNN-2
30496.80834248118,7947.562443791604,0.5521070826665204,35.881327390670776,DNN-2
32114.176270564316,7637.812806421397,0.4955072075432869,35.571552991867065,DNN-2
25254.413207671114,7168.31622387925,0.6255207262027276,35.81989145278931,DNN-2
